variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
2021,5539,4738,1440,1016,889,1345,1302,1293,1283,960,745,8043,358,47,93,6,306,1422,4145,2579,2455,752,344
2022,5854,5896,1738,1068,1395,1815,1319,1280,1364,1011,756,10167,501,164,48,10,213,645,3959,2686,3171,1282,651
2023,8501,8315,3124,1642,1526,2996,2223,1758,1818,966,760,13682,1082,339,121,9,466,1115,6738,3245,3896,2093,841
2024,8187,7880,3098,1753,1672,2668,2014,1751,1592,890,626,12992,743,193,114,6,429,1587,7481,3468,3565,1173,378
2025,6249,5778,2077,1262,1103,1662,1564,1377,1325,967,687,10212,299,111,118,3,186,1095,5785,2934,2159,776,371
2026,8718,8482,3455,2186,2088,2973,2392,1761,1237,689,417,13738,610,103,91,8,508,2139,8074,3010,4107,1549,459
2027,7942,8232,2460,1831,2013,2262,2037,1992,1736,1099,740,14092,542,197,79,45,300,916,5991,2972,4675,1816,719
2028,6033,6726,1843,1445,1453,1711,1408,1466,1514,1058,858,9934,157,42,151,8,220,2244,5972,2812,2850,888,236
2029,4870,5041,1303,825,985,1336,1099,1198,1283,951,927,7989,161,68,71,0,168,1453,4471,1894,2321,781,444
2030,6657,6919,2412,1490,1562,2078,1706,1406,1294,952,673,10048,1186,281,58,0,526,1476,5681,2618,3616,1166,494
2031,6926,7052,2263,1417,1434,2138,1783,1782,1567,889,700,10928,231,350,54,35,310,2067,4903,1988,3219,2382,1484
2032,9080,9168,2328,1583,1814,2490,2184,2151,2293,1938,1464,15194,1217,243,154,75,970,393,5792,4527,5286,1884,756
2033,8431,8665,3297,1823,1876,3335,2315,1857,1416,771,403,8153,6212,699,146,213,1149,521,6218,3011,5362,1761,744
2034,8926,8803,2878,1684,2170,2515,2170,1860,1934,1443,1071,13882,2202,308,86,37,751,459,5835,4019,4798,1960,1115
2035,7877,7562,2045,1455,1413,1758,1705,1864,2152,1738,1306,12420,2210,148,51,7,282,318,5613,4267,3560,1395,602
2036,11277,11005,2868,1730,5806,3582,2451,1999,1870,1181,792,17205,2352,1354,67,14,661,626,6316,3328,6949,3343,2345
2037,8131,8198,2258,1591,1294,1930,1876,2015,2219,1800,1344,13043,1977,90,159,78,321,658,6183,4256,4079,1279,531
2038,5152,5685,1670,937,2375,1530,1095,974,989,660,604,7472,2461,153,59,4,263,424,4057,2426,2992,946,415
2039,7115,7165,2090,1516,1268,1739,1765,1772,1828,1337,963,12269,1164,245,71,1,295,233,4770,2971,3865,1752,921
2040,10208,8510,2044,1392,2344,2211,2303,2464,2664,2013,1280,14593,3200,134,170,15,333,272,5714,5816,4924,1624,639
2041,7387,7878,2333,1432,2014,1895,1713,1758,1810,1342,965,11903,2450,192,175,1,245,296,5656,3511,4177,1245,675
2042,5790,5712,1438,1140,1000,1277,1217,1402,1619,1390,1017,9170,1840,44,78,4,190,174,4255,3735,2486,699,326
2043,6892,7194,2124,1364,1170,1758,1743,1795,1873,1330,926,12544,1068,134,43,0,218,77,4813,4074,3646,1186,366
2044,5646,6050,1925,1021,1270,1750,1359,1252,1440,963,711,5406,5445,366,41,9,172,255,4147,2612,2996,1253,687
2045,7411,6371,1878,1250,1173,1977,1873,1912,1773,1096,847,9427,3153,588,56,9,272,275,4971,3615,3667,1129,399
2046,6209,6290,1954,1383,1109,1739,1614,1661,1512,960,564,10364,1147,99,79,0,138,671,5039,3250,2983,879,348
2047,7861,7807,2320,1843,1400,1935,2200,1973,1961,1291,742,13678,828,242,97,1,322,499,6767,3549,3541,1257,552
2048,7724,7794,2294,1578,1251,1837,2034,2159,2088,1483,791,13749,534,290,96,10,393,444,5069,3283,3687,2417,1062
2049,5759,6137,1628,1275,857,1484,1413,1957,1606,993,680,9971,630,721,10,3,314,244,3288,1198,2450,3041,1917
2050,6976,7134,2624,1567,1208,1970,2215,1751,1434,892,446,11834,859,470,74,0,498,373,5507,2190,3524,2113,776
2051,5982,5645,1618,798,806,2552,1739,1499,1336,776,500,7953,1639,354,41,3,241,1394,4270,1946,1822,2254,1333
2052,6192,5093,1583,1011,1219,2099,1702,1362,1202,745,357,6999,1420,192,30,1,166,2476,5601,2395,1833,916,538
2053,6064,6439,1396,640,2321,2551,1606,1384,1168,828,605,5578,4582,1769,33,1,311,227,2669,1569,3030,2599,2635
2054,7215,7137,1305,717,1138,4055,2094,1649,1717,1101,572,10982,853,1652,67,3,402,390,2328,713,2006,4937,4366
2055,6094,6096,2374,1413,1272,1834,1565,1415,1147,721,446,11023,311,127,126,2,215,382,6375,2968,2192,473,180
2056,5936,5629,2074,1424,1348,1632,1500,1463,1155,581,386,8533,1981,164,62,5,168,650,6053,2576,2240,490,204
2057,5962,6293,2225,1337,1129,1761,1681,1439,1332,862,486,5865,5664,105,55,16,186,362,5918,3019,2229,715,372
2058,5286,5287,2248,1293,1138,1612,1338,1163,964,514,300,8722,1299,82,24,1,74,369,6739,2160,1413,212,48
2059,6605,6614,2420,1387,1161,1975,1846,1663,1401,855,510,10066,2020,128,24,3,172,805,6906,2738,1937,1090,548
2060,5608,5989,2076,1470,1205,1656,1556,1451,1176,646,357,6316,3300,737,55,0,147,1041,6097,2714,2019,526,240
2061,5754,5549,1829,1135,1105,1990,1631,1376,1251,646,336,6253,1429,782,44,8,244,2539,5160,2402,2191,1146,402
2062,5464,5327,1791,1047,832,1807,1578,1306,1156,714,558,5856,470,736,57,0,228,3442,4579,1946,1577,1703,986
2063,5962,5907,1529,762,858,2365,1662,1470,1379,985,855,8344,1348,1290,18,9,351,507,2918,1083,2224,3424,2219
2064,6097,5382,2132,1058,1074,2514,1986,1235,830,363,285,6297,1711,1299,34,8,191,1936,5679,2225,1749,1243,581
2065,5424,5236,2038,1079,1000,1722,1536,1287,1068,525,401,6253,1501,1060,34,5,189,1617,5257,1927,1568,1150,757
2066,5609,5941,1955,1091,1006,1737,1657,1415,1344,804,537,4973,3634,679,29,9,206,2017,4729,2017,2257,1483,1063
2067,6331,6959,2336,1502,1301,2147,1733,1518,1271,888,591,4454,7749,215,41,3,210,617,5831,2917,2830,1072,640
2068,5376,5395,1964,1110,1163,1663,1255,1213,1240,685,474,5738,2891,255,32,4,161,1687,5776,2443,1848,518,183
2069,5820,5743,2087,1307,1387,1984,1519,1392,1012,521,352,8322,1287,522,45,1,245,1139,5654,2644,2343,699,223
2070,5720,5908,1860,1111,1302,1781,1668,1436,1237,756,473,7478,1571,1407,13,4,577,577,4026,2131,3015,1676,778
2071,5338,5357,1438,1020,961,1511,1313,1491,1471,938,550,8757,599,781,30,0,338,187,3180,1640,2627,2059,1188
2072,5603,5731,1920,1303,1131,1455,1626,1493,1261,782,360,9374,974,130,116,0,360,378,4664,2558,3090,740,281
2073,5649,5657,2040,1132,1191,1530,1521,1395,1224,744,525,8152,2032,201,38,7,271,603,4890,2504,2876,716,318
2074,6227,6501,1937,1471,996,1488,1727,1841,1581,1084,600,10641,1021,331,65,0,369,299,4082,1906,3076,2492,1171
2075,6894,6889,2411,1644,1120,2182,2221,1605,1434,807,356,8347,4049,354,22,29,311,669,5374,2542,3469,1730,667
2076,6972,7130,3007,1546,1476,2571,2065,1621,1125,458,231,6179,5602,677,45,37,442,1117,6774,2906,3210,881,330
2077,6646,6936,2299,1467,1216,2031,2133,1654,1449,914,416,8714,2924,592,82,13,365,890,4742,2729,3631,1751,727
2078,5712,5633,1574,1121,1054,1992,1479,1477,1369,891,383,6532,2300,1400,62,6,275,767,3901,2199,2834,1662,748
2079,6031,6398,1650,1254,1154,1574,1760,1545,1673,1126,689,8099,2220,941,58,25,334,749,3656,2016,3224,2441,1090
2080,7522,7673,2775,1768,1027,2033,2362,2022,1637,964,604,11494,1318,1184,82,6,515,594,5248,2220,3277,3048,1400
2081,6220,6783,1997,1550,969,1668,1861,1911,1583,864,597,9266,1755,1204,24,0,266,486,4327,1935,3062,2606,1071
2082,8944,9325,3547,2289,1252,2601,3071,2499,1603,907,497,12128,2692,1551,53,0,651,1192,6881,2689,4137,3141,1420
2083,5544,5667,1886,1430,982,1493,1745,1542,1277,567,286,6530,1986,1172,99,0,353,1070,4308,1824,2515,1847,716
2084,5822,6255,2019,1454,1187,1677,1879,1753,1226,619,260,6699,2286,1112,80,16,428,1454,4684,2123,3018,1616,636
2085,5759,5985,1726,1192,978,1725,1609,1614,1507,937,454,7377,1761,1334,72,1,449,748,3844,1851,2700,2167,1182
2086,5610,5797,1856,1189,841,1605,1742,1441,1315,872,543,7391,1544,1142,32,2,300,994,3888,1425,2149,2474,1470
2087,6027,6708,1824,1083,1125,2736,1901,1494,1268,793,507,5583,3444,2028,22,7,284,1363,4351,2172,2786,2276,1147
2088,5791,5856,1913,1275,1226,1859,1606,1374,1304,690,396,3815,3402,2615,40,12,123,1637,5237,2600,2438,1061,309
2089,8168,8413,2124,1413,1587,2223,1964,2111,2490,1587,1081,12369,2997,286,96,39,484,309,5435,4030,4669,1689,758
2090,8245,8478,2763,1821,1267,2217,2409,2295,1985,1265,698,13784,1246,845,53,0,399,394,5514,2523,4017,3100,1566
2091,6400,6967,2351,1464,956,1978,2179,1768,1391,839,438,7766,2901,1828,145,0,333,392,4419,1757,3045,2509,1636
2092,6383,5852,1878,1203,1130,1558,1858,1761,1393,903,548,9892,1185,416,16,0,230,494,4555,2702,3271,1167,538
2093,5366,5081,1556,1105,910,1416,1314,1298,1402,846,596,8434,995,115,73,1,258,569,3813,2619,2602,1033,378
2094,5603,5884,1685,1151,1068,1535,1531,1495,1601,1020,398,3852,4812,1841,13,13,377,577,3835,1958,2572,2020,1101
2095,6881,7080,1782,1341,1178,1809,1916,1988,1977,1261,706,6105,1622,5477,22,22,355,357,4051,1676,2831,3283,2119
2096,5824,5710,1713,1211,1003,1427,1513,1608,1602,943,511,7731,1527,1452,40,1,261,520,4098,1996,2433,1900,1107
2097,7778,8413,2765,1968,1487,2011,2551,2299,1748,852,507,7340,3615,3919,44,2,460,809,5780,2326,3588,2798,1696
2098,11515,11853,4448,3100,1602,2542,4197,3411,2141,1313,611,14452,4154,2740,113,2,847,1058,8857,2833,4453,4414,2810
2099,9007,9112,2700,1790,2190,2070,1990,2089,2370,1702,1214,12757,2811,146,56,15,338,1994,6973,4237,4509,1763,636
2100,8497,8389,2362,1701,1559,1944,2039,2156,2372,1693,1058,12870,1250,147,66,4,313,2233,6310,4753,3721,1477,624
2101,6693,7446,1969,1177,1105,1654,1933,1677,1740,1647,1235,12271,873,118,26,9,489,352,4178,3188,3569,2113,1089
2102,6692,6565,2131,1618,1112,1841,2354,1885,1263,725,325,9962,1321,1013,24,0,619,316,4470,2047,3272,2369,1097
2103,5971,5832,1744,1196,900,2000,2029,1721,1119,746,344,8437,555,1888,47,18,566,290,3380,1396,2735,2807,1485
2104,7584,7986,2580,1815,1223,2114,2636,2154,1597,937,510,13033,688,726,49,10,703,359,5154,2273,3820,3041,1280
2105,7075,7401,2510,1605,914,2445,2403,2071,1444,768,313,8791,2278,1104,144,19,775,1363,5290,2483,3308,2457,936
2106,5893,5530,1633,692,810,3052,1886,1263,1188,584,310,7443,993,1127,110,2,329,1416,3553,1943,2129,2527,1269
2107,7930,7546,2469,1227,1278,3466,2699,1708,1396,696,533,8719,2849,807,230,14,610,2246,6013,2855,2801,2512,1294
2108,7462,6737,1985,1179,1859,3530,2037,1554,1120,575,357,9551,1292,416,133,11,462,2332,5484,2649,2952,2252,861
2109,6078,6059,1561,1488,548,1438,1856,2149,1532,969,594,9827,341,1385,24,4,475,79,3240,689,1895,3597,2716
2110,7896,7689,1317,667,3735,3763,1985,1423,1355,797,540,12361,668,1280,46,12,448,767,2509,1329,4269,4491,2985
2111,6501,6316,1379,630,981,3574,2257,1470,1351,794,377,11042,639,372,58,5,447,252,2815,1694,2905,3799,1603
2112,6148,6419,1948,1034,656,1798,2140,1874,1588,985,540,10544,376,1079,12,0,399,155,3322,1050,2168,3812,2213
2113,7026,7047,2072,1575,679,1603,2305,2099,1863,1299,575,10517,737,614,50,2,481,1670,4923,2196,2629,2807,1517
2114,10599,10707,3005,1920,3598,2995,2845,2458,2204,1482,796,18851,874,301,82,2,589,605,6511,3897,5904,3363,1631
2115,7593,7227,2102,1465,1201,1754,1812,1862,2014,1457,1151,12025,792,71,38,3,358,1530,5499,4252,3186,1361,520
2116,5615,5758,1711,1178,1057,1515,1360,1313,1397,1065,773,9944,594,214,27,1,298,292,4336,2731,2849,976,479
2117,7859,8037,2424,1610,1412,2030,2245,2155,1848,1316,852,11732,1323,255,39,15,542,1987,5402,3825,3675,1979,1013
2118,6995,7166,1769,1450,1066,1590,1709,1946,2097,1570,960,12873,293,169,52,3,312,457,4091,2970,3404,2470,1225
2119,5613,5304,1738,963,1033,1756,1465,1340,1180,822,618,9203,441,57,64,0,154,997,5527,2591,1858,602,338
2120,6192,6433,1894,1170,1527,1867,1509,1506,1443,908,797,9458,1715,245,85,8,447,664,4293,2284,2908,1860,1279
2121,6259,6304,2035,1339,1182,1910,1562,1557,1405,906,664,9534,922,96,128,5,315,1560,5662,3324,2671,657,248
2122,5506,5763,1584,995,1061,1731,1498,1477,1318,850,753,10089,335,71,79,1,215,477,4690,2788,2483,858,449
2123,5979,6177,1986,1233,1728,1690,1500,1355,1214,857,590,10405,564,111,113,11,385,565,5784,3151,2608,494,118
2124,6449,6553,2075,1556,1380,1894,1663,1469,1459,884,619,11198,196,35,188,1,153,1228,6624,3482,2273,481,141
2125,6178,6007,2222,1443,1152,2051,1722,1328,1142,680,440,9941,915,161,89,7,318,752,5358,2899,2812,788,325
2126,6029,6331,2043,1388,1273,2233,1808,1462,1153,635,361,9509,1116,286,142,18,538,749,4476,2392,3535,1324,631
2127,5690,6220,1788,1153,1168,1904,1613,1427,1408,912,534,9952,648,343,114,32,328,491,3758,2382,3299,1730,739
2128,6521,6332,1762,883,2219,2791,1674,1260,1042,685,534,9571,963,1169,74,2,549,523,3533,1962,3961,2216,1179
2129,6180,6602,1581,1037,1223,2333,1613,1451,1548,1133,862,10746,677,559,22,15,395,368,3312,1788,3127,2809,1744
2130,5650,5650,1623,970,1048,1831,1414,1477,1368,991,576,9340,775,294,52,6,425,407,3232,2259,3121,1806,879
2131,5488,5830,1813,1128,1032,1749,1580,1311,1250,885,568,7576,2221,315,34,48,393,729,4111,2625,3017,1038,526
2132,7109,7518,2705,1768,1301,2005,2192,1949,1184,1015,506,11399,988,641,119,12,649,817,4996,1823,3508,2671,1628
2133,5759,5816,1691,1376,1008,1462,1848,1789,1147,782,469,9357,616,798,28,7,417,349,3426,1248,2550,2640,1710
2134,5792,6012,2030,1240,1047,1825,1700,1391,1286,820,461,7753,1974,463,49,24,747,792,4039,2411,3050,1459,843
2135,6526,6832,1559,1217,1023,1264,1417,1621,1964,1807,1482,11943,121,91,131,19,455,596,3895,2969,3284,2131,1077
2136,7383,6777,1915,1450,1338,1822,1655,1759,1831,1425,962,12770,245,71,84,3,495,491,5636,3846,3031,1085,560
2137,8737,8555,2923,2005,1904,2339,2020,1919,1648,1414,1119,16044,147,112,116,3,143,725,8866,3518,3286,1200,421
2138,6316,6914,2555,1523,1517,1780,1457,1472,1238,902,785,12698,61,59,23,3,81,303,7307,2528,2289,824,280
2139,7058,7050,2945,2068,1598,1915,2078,1602,1082,574,243,13539,68,66,35,0,65,334,7304,2504,2489,1324,484
2140,5364,5418,2066,1242,1174,1372,1283,1157,1030,807,648,10248,48,21,13,0,49,401,6109,2333,1671,505,162
2141,6883,6221,1853,1275,1232,1726,1618,1602,1599,1259,937,11783,466,118,41,7,396,290,5116,3510,3150,896,431
2142,6202,6379,1931,1382,1023,1682,1650,1545,1574,1114,677,11536,323,235,56,1,174,253,4719,2626,3225,1325,684
2143,5838,5855,1700,1162,1047,1670,1460,1477,1443,965,765,10634,597,67,45,0,126,222,5169,3084,2467,646,326
2144,5826,6053,1782,990,1565,1923,1433,1259,1342,923,658,10450,465,441,64,13,233,211,3532,2483,3498,1511,854
2145,6437,6618,2481,1710,1291,1643,1646,1579,1257,861,583,12495,47,84,22,0,48,357,6983,2481,2299,880,411
2146,7249,7489,2719,1806,1417,1833,1739,1587,1410,1191,1034,13502,134,136,44,1,158,760,7188,3306,2856,948,438
2147,6812,7554,2461,1790,1758,1700,1793,1552,1426,1060,823,13722,70,91,16,3,93,370,7475,2653,2564,1241,432
2148,5559,5525,2348,1440,1180,1409,1288,1143,917,763,593,9249,24,46,41,0,346,1375,6155,1943,2080,648,257
2149,5684,6067,2465,1643,1212,1587,1392,1261,951,665,572,10210,33,2,9,0,439,1056,7113,1989,1897,583,168
2150,6440,6981,2785,1715,1463,1762,1770,1408,1029,870,615,12048,11,21,11,0,78,1250,7513,2303,2406,925,273
2151,5975,6411,2605,1581,1559,1873,1683,1176,963,551,393,11261,117,220,50,0,133,603,6248,1943,2446,1203,545
2152,6957,7100,2370,1562,1418,1933,1926,1633,1344,985,883,10546,140,368,50,14,170,2767,6295,2071,2877,1928,884
2153,5510,5932,2191,1538,1239,1268,1476,1346,1011,730,639,10166,27,171,12,1,89,974,6151,1761,2053,1079,396
2154,5721,5671,2306,1598,1404,1548,1431,1255,839,608,399,10555,89,19,5,1,54,669,6961,2140,1678,427,186
2155,5168,4975,1552,1050,1449,1408,1194,1053,1007,813,613,9473,189,91,39,3,87,259,4550,2326,2210,807,248
2156,6166,5981,2395,1553,1077,1556,1744,1305,1232,761,522,11114,60,94,108,56,299,414,4634,2735,3007,1228,542
2157,9031,8905,3207,2088,2810,2345,2167,1781,1729,1100,706,16466,137,316,77,56,418,463,6078,2510,4776,3034,1536
2158,11222,10930,4575,2801,2252,2979,3270,2339,2058,1185,689,19708,360,413,119,128,822,599,8222,3646,5813,3148,1321
2159,6207,6206,2297,1544,964,1892,1793,1263,1176,817,663,11395,93,249,48,135,281,210,4141,1685,3216,2294,1076
2160,7324,7073,2656,1749,1233,1843,1968,1457,1641,1139,707,12585,52,111,1154,22,244,227,5487,3183,3729,1343,653
2161,7661,7359,2524,1770,1784,1801,1825,1483,1612,1336,883,13922,61,86,263,42,300,345,5280,2997,4580,1478,685
2162,5328,5369,1997,1396,1017,1680,1575,1179,1057,467,324,6120,282,485,113,348,588,2760,4917,2435,2407,739,199
2163,6338,5933,1228,628,1844,2825,1697,1238,1307,893,608,10327,287,704,160,59,322,411,2342,1468,3245,2849,2367
2164,5570,5541,2234,1271,1100,1765,1499,1232,1011,622,374,6838,239,542,151,407,588,2344,4946,2833,2413,698,219
2165,6228,5941,2011,1134,1289,2250,1746,1392,1113,752,480,7914,424,542,189,205,421,2472,4579,2861,3033,1153,542
2166,7421,7937,2204,1286,1262,2574,2182,1675,1737,1238,1198,13305,392,624,111,70,480,375,4212,2221,3866,3216,1841
2167,6649,6575,2961,1904,1163,1890,2260,1406,970,502,165,11268,90,362,83,120,632,667,5440,2212,3214,1776,582
2168,8395,8396,3161,2028,1356,2489,2461,1891,1696,1168,538,14551,223,520,63,245,433,754,6043,2864,4448,2353,1082
2169,5325,5461,1569,1047,950,1713,1521,1258,1187,951,588,9516,172,357,33,100,237,369,3145,1572,2906,2049,1112
2170,5509,5432,1734,1342,845,1575,1531,1411,1321,715,464,9864,97,374,54,67,285,197,3487,1474,2716,2081,1182
2171,7184,6787,3755,2085,1251,2079,2222,1083,730,465,297,13038,51,120,92,76,429,163,6293,1947,3259,1832,639
2172,9283,9042,3546,2083,2940,2810,2166,1563,1462,1034,717,16607,126,303,115,204,598,371,6507,2418,5279,2908,1213
2173,5757,5895,1637,906,4270,1927,961,645,600,356,346,10216,114,320,76,172,451,301,3020,1191,5020,1795,624
2174,8388,8193,3760,2668,1689,1783,2307,1761,1272,815,523,15738,59,124,54,90,378,136,6918,1977,3851,2527,1307
2175,8243,8359,2637,1782,1526,1914,1887,1579,1805,1911,1558,15065,121,107,214,144,350,597,5349,2990,5298,1806,1156
2176,7402,7307,2693,1824,1317,2233,2080,1568,1503,946,541,13276,82,151,99,24,545,530,5338,3323,4041,1482,525
2177,5245,5165,1626,1025,1139,1548,1378,1147,1188,790,566,9259,147,131,50,35,411,375,3494,2201,2854,1223,637
2178,10761,11149,2422,1702,2993,3067,2577,2888,2988,1955,1314,19999,398,722,101,0,535,154,5236,4367,5304,4489,2512
2179,7329,7359,1615,1237,1318,1621,1736,1985,2288,1756,1129,14101,91,82,75,3,309,24,3831,3825,3351,2133,1547
2180,6235,6437,1333,968,888,1396,1391,1704,2188,1709,1092,12112,112,77,36,12,272,49,3143,3215,2777,2004,1532
2181,6522,6636,1333,1035,1426,1318,1329,1788,2158,1640,1128,12594,151,169,50,0,165,26,3215,3622,2985,2158,1176
2182,5872,5890,1436,751,983,2687,1832,1531,1217,812,510,9257,505,1098,20,19,463,396,2546,582,921,3773,3938
2183,5797,5762,1343,621,912,3043,2022,1405,1081,698,430,7322,1610,1242,72,21,461,830,2845,1019,1416,3299,2979
2184,5199,5752,1486,1031,967,1482,1391,1528,1405,1023,633,6540,2960,458,33,14,376,566,3453,2364,2366,1686,1079
2185,5894,6306,1736,1164,1024,1481,1677,1665,1656,1139,653,8355,2789,425,28,0,378,223,3565,2400,2892,2178,1163
2186,5432,5768,1597,1196,1064,1133,1541,1663,1481,1030,491,8284,2135,314,22,3,369,71,3301,1820,2517,2222,1339
2187,5674,5596,1666,1064,956,1699,1787,1614,1232,701,549,7200,900,1725,28,19,564,831,3701,1344,2014,2611,1599
2188,6912,7203,2623,1795,844,1563,2748,2358,1220,622,340,7835,1143,4045,48,7,788,246,4786,1020,1901,3591,2816
2189,7007,7099,2423,1685,1072,1482,2242,2285,1576,832,506,10610,966,1578,41,7,605,295,4701,1559,2328,3385,2132
2190,9798,9548,2090,1592,1428,2285,2328,2623,3000,2348,1649,18387,595,84,39,6,190,45,6904,5622,4826,1323,670
2191,9356,9554,2046,1545,1331,2087,2194,2645,2866,2385,1808,17983,467,83,31,8,273,62,5994,5543,4698,1689,985
2192,9186,9067,1780,1184,3943,2287,1907,2151,2156,1672,1170,16224,840,702,54,17,309,104,4101,3983,5746,2543,1878
2193,6264,6979,1846,971,1156,1958,1636,1699,1755,1276,944,9128,3113,409,12,7,424,149,4143,3438,3318,1516,827
2194,9743,10387,2320,1638,1554,2115,2177,2823,3052,2613,1836,18085,1142,285,27,4,511,74,5375,5100,5116,2896,1642
2195,8161,8306,1839,1279,1600,1931,1884,2122,2376,1933,1499,14741,1104,164,60,18,307,71,4763,4900,3691,1940,1171
2196,6407,6468,1727,1208,1093,1526,1542,1863,1733,1271,908,11379,712,179,36,12,424,130,4066,3158,2926,1572,1151
2197,5289,5414,1311,976,825,1206,1215,1553,1570,1188,857,9851,336,105,28,0,233,150,3409,3312,2466,1029,487
2198,8761,8934,2428,1643,1363,1944,2187,2493,2529,1861,1243,14540,1804,224,58,13,712,342,5561,4262,4046,2424,1400
2199,5713,6051,1411,942,882,1412,1365,1591,1784,1461,913,9559,1522,215,31,4,325,106,3372,2625,2594,1785,1387
2200,6411,6998,1604,978,2017,2009,1615,1544,1629,1158,852,10517,1574,805,33,1,363,113,3364,2252,3002,2466,2324
2201,6123,6446,1444,1090,1001,1279,1355,1802,1993,1536,1066,10659,1432,116,14,1,280,65,3638,3266,3236,1522,905
2202,6473,7151,1672,985,2492,1846,1328,1463,1610,1228,996,9801,3122,224,30,5,342,98,3790,3138,3877,1848,969
2203,8849,9594,2181,1512,1369,1939,1968,2537,2844,2292,1799,12436,5123,130,18,9,467,258,6429,4883,4945,1459,726
2204,9329,9090,2018,1485,1885,2068,1992,2352,2739,2247,1630,11333,6460,116,55,5,341,107,6044,5572,4577,1439,786
2205,6487,6854,1633,1015,2504,1667,1502,1513,1524,1087,894,11771,581,232,37,18,543,157,4067,3382,3275,1602,1013
2206,8695,8850,2619,1818,1970,2465,2354,2523,1990,1157,645,11705,3299,596,52,14,856,1021,5354,3333,4255,2779,1823
2207,9415,9575,2696,1985,1697,2308,2464,2734,2469,1632,1002,13566,3426,398,81,14,740,764,6106,4618,4480,2396,1388
2208,8248,8614,1892,1257,1102,1713,1692,2180,2799,2431,1792,12246,3900,113,28,4,390,178,5076,4703,4137,1829,1115
2209,8723,8543,2268,1417,1466,2552,2093,2320,2316,1631,1202,8536,7788,228,41,14,468,189,5747,5003,4196,1542,777
2210,7442,7828,2144,1363,1141,1904,1884,2176,2187,1486,981,8694,5613,226,57,4,559,113,4904,3433,4021,1793,1117
2211,11860,10891,3043,1498,4186,4296,2577,2279,2466,1449,954,10526,9580,829,67,23,1017,707,6414,5236,7155,2568,1377
2212,5464,5731,1651,870,1102,1972,1333,1266,1350,931,715,4858,5612,184,45,6,397,88,3559,2495,2987,1288,864
