variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
1100,6797,6962,1776,1389,992,1347,1689,2153,2191,1408,811,13044,225,217,29,0,192,51,3842,2548,3681,2373,1314
1101,6964,7108,1883,1513,1186,1412,1706,2306,2072,1290,699,12929,313,444,33,0,229,122,3925,2118,3481,2742,1804
1102,8410,8646,2115,1604,1314,1874,2279,2536,2342,1729,1259,12758,658,3128,27,0,354,128,4219,2064,3356,4043,3373
1103,7734,7954,2009,1348,1833,2425,1873,2135,2010,1226,824,10002,3746,706,68,3,783,377,4685,3625,4437,1951,987
1104,6282,6501,1591,1368,941,1634,1679,1974,1851,1015,726,9721,828,1777,52,0,318,85,3451,1718,2775,2939,1898
1105,7609,8024,1865,1589,988,1327,1730,2283,2392,1893,1561,12562,1464,1141,57,1,376,30,3934,1432,2546,3851,3868
1106,7985,8921,1788,1373,1355,2348,2033,2279,2408,1906,1414,7619,7036,1466,33,1,575,174,3892,2487,4252,3511,2762
1107,9546,9880,2121,1257,1654,3971,2604,2420,2628,1662,1106,15316,2740,575,40,0,644,108,4516,3580,4801,4288,2239
1108,6238,6314,1587,1258,937,1351,1565,1969,1875,1234,772,11498,490,115,49,2,312,84,3629,2923,3647,1444,908
1109,8441,8888,2273,1782,1416,1865,2229,2706,2310,1622,1123,15543,674,708,16,8,315,64,4944,3263,4881,2690,1550
1110,6470,6786,1617,1048,1147,1930,1576,1713,1833,1381,1007,10996,784,1009,52,0,285,128,4021,2930,3538,1921,845
1111,7491,8133,1927,1118,1264,2265,1783,2138,2369,1567,1191,12210,2583,261,47,14,464,43,4223,3975,4829,1748,849
1112,6680,7263,1644,1155,1126,2035,1714,1933,2073,1256,1003,10481,2826,149,56,3,343,82,3886,3722,4291,1384,658
1113,7002,7328,1790,1263,1211,2050,1753,2003,1929,1242,1086,9778,2725,1301,25,4,425,70,4649,3996,3663,1391,629
1114,7911,8022,1903,1452,1276,1751,1791,2342,2485,1730,1201,14909,391,93,34,12,400,93,4538,4320,4812,1458,805
1115,9408,9806,2498,1832,1355,2270,2501,2986,2669,1895,1206,14271,1799,2324,33,0,682,103,5016,2729,4423,3865,3179
1116,6871,7273,1626,1163,1108,1831,1616,2107,2212,1383,1094,10974,2402,336,36,0,329,66,3553,2888,4299,2234,1169
1117,7460,7582,2394,1755,1539,2065,1728,1831,1705,1069,953,13381,726,302,46,0,430,155,5948,2830,3687,1610,965
1118,7105,7898,2124,1233,1232,2211,1799,2026,2074,1321,979,10243,3686,423,84,3,411,150,4785,4224,4220,1228,544
1119,5416,5602,1585,963,948,1517,1292,1561,1533,988,629,8126,2266,137,26,0,355,108,3630,3344,2874,881,288
1120,6374,6777,1515,1160,957,1510,1527,1849,2068,1575,987,11613,705,369,23,0,314,126,3442,3385,3926,1461,937
1121,5630,5991,1668,1055,881,1630,1432,1610,1621,985,738,9210,1337,73,78,3,385,533,3980,3106,3088,981,465
1122,7633,8655,2846,1579,1582,2327,1904,2059,1812,1386,788,1798,13813,19,127,0,320,209,6522,4087,4178,892,607
1123,6077,7173,1856,1307,1301,1737,1526,1609,1697,1175,1039,536,12434,48,41,0,155,33,4497,3437,3711,990,614
1124,5557,5864,1868,1090,1235,1994,1395,1365,1235,758,478,916,9653,636,28,0,132,54,4535,3404,2889,409,183
1125,6081,6695,1496,904,1451,2308,1362,1461,1844,1203,743,2640,9410,371,33,5,244,71,3981,2790,3288,1591,1124
1126,5623,5990,2062,1271,1207,1454,1491,1371,1409,727,617,3901,5541,42,59,1,328,1740,5749,2805,2257,532,269
1127,5496,5731,1690,1201,959,1420,1332,1374,1532,1000,716,5736,4378,721,28,0,275,88,4114,2167,2341,1343,1260
1128,7397,7584,1848,1386,1143,1721,1786,2157,2300,1548,1088,14134,337,85,47,0,313,63,4288,4147,4249,1555,740
1129,7470,7400,2247,1326,1617,1857,1735,1725,1930,1294,1134,13691,404,190,241,3,247,91,4364,3361,4471,1947,726
1130,6001,5951,1828,1093,1092,1302,1281,1334,1717,1326,976,9716,114,75,1592,1,443,9,3771,2774,3285,1464,658
1131,6312,5969,1559,999,788,1217,1324,1532,2032,1634,1192,11164,107,71,597,0,320,19,3324,3177,3707,1453,619
1132,6585,6422,1483,1059,892,1310,1407,1614,2346,1717,1176,12115,94,88,432,9,250,16,3288,3195,4348,1495,680
1133,4967,5128,1110,725,1772,1328,1152,1168,1201,884,752,9111,256,133,202,14,362,15,2248,1862,3461,1642,881
1134,8533,8033,2167,1589,1213,1937,2016,2350,2451,1644,1198,15578,151,164,214,5,399,53,4906,4789,4674,1538,658
1135,6788,6752,1884,1216,934,1468,1482,1660,2048,1589,1255,13005,67,67,87,0,217,94,4074,3510,3984,1353,617
1136,7374,7281,1937,1227,1110,1533,1552,1696,2292,1749,1555,13961,171,70,67,8,227,148,4059,3473,4485,1910,726
1137,7939,7882,2317,1344,2334,2014,1806,1806,1894,1271,1031,13825,995,299,19,0,401,280,4636,3202,4921,2170,891
1138,6858,6601,2209,1320,1099,1867,1892,1887,1608,956,620,12423,421,138,68,0,293,114,4227,3069,3830,1758,575
1139,5505,5521,1639,1123,940,1341,1422,1793,1392,856,517,9976,337,260,57,0,298,95,3335,2316,3168,1578,628
1140,5828,5954,1589,966,1010,1764,1488,1499,1541,1098,825,8893,1411,556,67,10,439,404,3390,2895,3314,1580,602
1141,6133,6070,1726,1354,850,1376,1844,1744,1852,997,458,10352,462,709,57,0,444,176,3652,2543,3111,2006,890
1142,6605,6590,1722,1254,1032,1609,1542,1844,2038,1255,896,11696,472,444,64,5,411,100,3500,2498,3384,2477,1334
1143,6139,6253,1838,1478,892,1462,1871,1812,1547,936,553,10141,671,1003,32,7,412,124,3695,1676,3084,2579,1358
1144,6290,6955,1902,1014,980,1671,1537,1598,2005,1451,1084,11055,638,874,47,0,391,238,3396,2149,3256,2814,1628
1145,5266,5522,1384,779,952,1760,1197,1257,1480,1034,943,7740,915,1290,68,0,621,153,2844,2086,2667,1955,1234
1146,7103,7010,2529,1396,1341,2758,1892,1482,1425,796,491,6660,2220,3676,153,0,794,610,5670,2646,2975,1921,899
1147,7867,8482,2233,1444,2137,2886,2090,1889,1751,1214,702,10656,2699,2021,135,9,635,191,4878,2333,3377,3359,2401
1148,5980,5954,1759,1236,643,1156,1479,1963,1960,1104,630,10978,332,343,11,2,236,30,3354,1714,2689,2989,1186
1149,5695,5995,1724,1210,620,1442,1686,1667,1704,1015,618,9485,696,1065,39,0,319,84,3138,1268,2229,3182,1872
1150,5594,5926,1754,1217,880,1622,1660,1430,1588,882,485,6642,2438,1610,58,13,596,160,3647,1981,3059,1996,837
1151,5263,5819,1598,930,759,1840,1472,1341,1415,893,829,7499,1983,771,64,7,397,359,3136,2058,2899,2140,848
1152,7587,7532,2036,1097,3142,2862,1861,1407,1365,869,476,8524,3598,1468,237,0,809,480,4264,2526,4180,2888,1259
1153,6722,6649,2205,1033,1159,2610,2025,1486,1438,878,532,7934,2848,448,356,0,606,1177,4639,1699,2770,2692,1570
1154,7276,6831,1372,726,1366,3880,1972,1723,1479,941,645,10809,1617,600,76,25,587,390,2873,1215,2672,4336,3009
1155,5700,6171,1510,916,692,2251,1523,1486,1467,1063,959,9593,828,761,57,4,321,305,2717,1328,2158,3557,2110
1156,5789,5931,1595,1058,618,1521,1545,1683,1781,1107,809,9431,822,1044,34,3,287,98,2991,1156,2151,3407,2014
1157,6010,6164,1568,912,770,2021,1618,1440,1643,1141,1059,8868,1220,712,60,0,464,848,3317,2078,3055,2542,1181
1158,7557,7907,2068,1364,1231,2198,2018,2045,2236,1404,897,12237,1064,871,76,4,579,631,4207,2519,3895,3367,1474
1159,7680,7592,2504,1707,1069,1758,2232,2336,1976,1005,683,13750,392,527,55,0,465,82,4829,2427,3635,3211,1168
1160,5569,5839,1638,1059,1036,1537,1464,1484,1492,1048,647,8634,1318,583,12,0,554,305,3339,1862,2810,2354,1042
1161,6456,6520,2199,1421,964,1547,1937,2088,1548,807,463,10733,648,823,82,0,357,331,4051,2205,3081,2609,1029
1162,5866,5886,1813,1373,957,1292,1695,1701,1530,786,602,10825,224,318,32,3,238,110,3669,1725,2729,2512,1116
1163,6750,6689,2319,1459,984,1584,1919,1932,1610,974,657,12674,194,99,47,0,308,114,4314,3019,3489,1775,839
1164,6651,6467,1889,1235,1015,1506,1483,1620,1911,1313,1143,12094,276,77,48,3,205,415,4113,3247,3890,1303,564
1165,5013,5039,1433,905,899,1117,1054,1192,1433,1010,1006,9124,160,191,149,16,126,284,2975,2642,2850,1175,407
1166,5731,5726,1672,1064,850,1284,1200,1323,1673,1186,1203,10369,176,233,43,14,205,416,3848,3046,2917,1218,427
1167,5975,6002,1568,940,2134,1532,1340,1261,1439,977,783,10918,385,222,36,6,342,66,3033,2445,4011,1685,803
1168,7074,6997,1833,1344,1529,1578,1694,1803,1915,1337,1034,12825,468,196,73,0,277,229,3974,3263,4099,1895,839
1169,6349,6402,1908,1219,928,1497,1511,1619,1745,1210,1112,11598,271,289,44,26,265,257,4088,3301,3352,1442,567
1170,7548,7934,2408,1390,1281,2190,1962,1909,1964,1298,1075,12949,904,859,46,19,470,233,4462,2455,3543,2876,2145
1171,5548,5606,1398,894,1415,1225,1167,1349,1599,1150,953,10643,100,164,36,0,156,53,2937,2757,3414,1411,634
1172,8629,9271,2644,1995,1576,2298,2558,2490,2082,1405,850,11971,4922,287,26,1,346,345,6055,3847,4962,2037,998
1173,7188,7559,1943,1400,1371,1688,1781,1961,1984,1551,1065,11088,3086,66,8,8,277,212,5483,4033,3765,974,491
1174,5660,6042,1715,1161,1105,1588,1454,1398,1510,1079,688,4927,6397,58,33,6,131,149,4683,2851,2989,767,411
1175,6983,7448,1847,1236,2029,1861,1703,1706,1760,1343,941,10199,3668,115,24,7,185,230,4828,3226,4024,1473,878
1176,6995,7523,2267,1455,1182,1906,1854,1906,1780,1254,911,10435,3437,91,31,0,177,345,5735,3111,3629,1310,731
1177,8517,9055,2272,1531,2704,2302,1924,1963,2177,1577,1118,9344,7706,234,48,6,178,53,5703,4011,4762,1833,1260
1178,5660,6229,1802,1140,1107,1395,1359,1450,1586,1192,854,5017,6645,32,15,0,94,84,4643,3117,2793,873,462
1179,5733,6085,1820,1125,1144,1576,1359,1453,1565,1075,696,3201,8348,59,15,0,61,132,4976,2637,2725,891,588
1180,5673,5533,1708,1137,883,1503,1552,1510,1444,915,549,6008,4755,232,32,0,124,52,3826,1965,2402,1800,1212
1181,5103,5887,1675,1091,1165,1604,1448,1310,1330,817,547,3561,7033,176,9,0,89,119,3595,1921,3044,1535,894
1182,5675,6650,1824,1145,1511,2012,1441,1344,1448,927,669,2392,9772,45,17,0,54,42,4225,2378,3289,1389,1042
1183,4905,5282,1267,1050,1002,1124,1187,1315,1473,1080,685,4672,5243,59,15,0,97,98,3504,2368,2822,982,510
1184,8672,9266,2456,1767,1417,2500,2485,2362,2232,1630,1086,13140,4147,193,33,7,201,215,5795,3822,4746,2390,1185
1185,6067,6233,1820,1296,1085,1481,1472,1498,1591,1199,856,6721,4544,44,662,8,81,238,4956,3551,2723,701,368
1186,5477,5897,1606,1092,1041,1461,1331,1437,1481,1104,819,6434,4592,71,129,0,82,64,4009,2593,3312,949,511
1187,8670,9062,2512,1630,1618,2011,2169,2135,2510,1826,1316,8563,8892,71,45,0,103,55,6522,4812,4304,1253,840
1188,6615,6651,1927,1267,1211,1603,1655,1636,1754,1287,921,8447,4608,31,23,6,78,70,5050,3357,3327,884,646
1189,8327,9066,2530,1618,1921,2477,2240,2079,2053,1432,1040,11764,5105,173,18,4,254,72,5830,3669,4671,2075,1146
1190,7163,7272,1870,1382,1279,1709,1667,1949,1975,1586,1015,12294,1556,50,41,2,414,76,5032,3555,4016,1214,617
1191,10043,10418,3077,1857,1991,2931,2531,2508,2604,1784,1174,13931,5107,566,98,9,594,153,6688,4775,5834,2042,1121
1192,7030,7211,1891,1468,1162,1792,1870,1934,1900,1330,890,10125,3027,340,68,9,338,332,4544,3372,4158,1420,746
1193,5322,5631,1429,939,1284,1221,1150,1270,1455,1153,1048,10422,149,80,55,8,165,71,3274,3424,2684,1006,563
1194,6101,5719,1549,1049,1015,1626,1462,1577,1588,1084,866,10430,599,121,48,45,408,165,3655,3687,2684,1259,533
1195,6136,6290,1697,1098,1519,1320,1340,1446,1679,1289,1033,11630,292,104,40,12,310,36,3972,3747,3050,1028,627
1196,7295,7365,2093,1430,1152,1883,1756,1940,2058,1356,989,13600,482,62,45,8,342,118,4996,4703,3222,1242,495
1197,7691,7394,1993,1382,1384,1954,1921,2018,2017,1408,1004,13413,1141,163,72,1,262,30,4735,3996,3381,2040,932
1198,8635,9126,2221,1374,3485,2695,2089,1868,1921,1268,837,14408,1534,834,46,74,701,161,4335,2732,5026,3395,2273
1199,6785,6638,1859,1238,1257,1664,1600,1632,1801,1309,1060,12167,630,80,70,25,289,160,4510,3828,3365,1141,578
1200,7007,6883,1865,1269,1715,1697,1576,1715,1830,1254,965,12855,353,138,64,46,364,67,4067,4096,3574,1386,765
1201,5634,5915,1712,1369,907,1335,1647,1621,1408,956,589,10397,430,192,31,1,385,110,3647,2476,2648,1935,842
1202,5731,5848,1664,883,1022,1816,1544,1497,1464,982,703,9423,978,332,52,67,489,235,3180,2698,3122,1801,776
1203,5493,5688,1611,1052,919,1554,1570,1504,1422,961,584,9457,833,308,58,25,405,91,3196,2068,2676,2059,1180
1204,8656,8923,2342,1415,1909,3473,2278,1989,2145,1195,831,8464,6796,520,55,13,510,1219,5928,3711,3825,2581,1533
1205,6062,6756,1725,1061,1002,1627,1571,1630,1837,1290,1070,9321,2148,166,54,65,380,681,3866,3705,3307,1339,598
1206,6561,6902,2103,1515,938,1722,1760,1721,1709,1235,758,11738,669,165,56,110,442,280,4247,3239,3375,1711,890
1207,5241,5615,1648,1253,696,1274,1482,1508,1407,894,693,9260,875,194,34,22,344,125,3230,1601,2618,2140,1266
1208,7116,7827,2285,1165,1285,2634,1736,1697,1924,1249,965,7783,5882,223,46,16,551,439,4413,3353,3732,2272,1172
1209,5838,6137,1782,1126,891,1405,1474,1624,1662,1127,880,10972,438,88,67,8,283,116,3720,3358,2838,1323,735
1210,6102,6222,1768,1139,909,1342,1352,1516,1756,1399,1140,11700,60,49,127,5,316,66,4153,3944,2877,872,477
1211,5552,5682,1488,1000,941,1160,1179,1431,1619,1396,1016,10771,56,35,146,6,201,17,3765,3557,2654,834,422
1212,7517,6830,1863,1184,1842,1812,1430,1679,1894,1613,1027,12708,681,175,88,22,481,190,4208,4337,3706,1306,789
1213,5496,5292,1398,929,1182,1199,1151,1316,1580,1137,892,10133,134,173,67,0,248,32,3561,3041,2705,916,564
1214,5150,5153,1335,1039,782,1260,1172,1428,1528,1028,728,9897,79,48,23,9,186,59,3373,2590,2780,1033,525
1215,5610,5767,1645,1095,800,1369,1510,1636,1611,966,741,10059,492,415,21,0,351,37,3094,1848,2733,2327,1374
1216,7219,7278,2111,1738,1060,1763,2098,2057,1715,1200,753,13259,520,285,30,0,338,63,4461,2886,3644,2308,1197
1217,6634,6963,1677,1026,1531,1967,1654,1621,1931,1282,906,12046,733,301,27,7,374,108,3358,2728,3993,2215,1302
1218,5207,6470,1800,1203,1029,1557,1264,1387,1622,1103,708,1937,9181,52,9,3,467,25,4021,2607,3498,916,634
1219,5756,6838,1733,1366,1244,1735,1591,1614,1594,911,803,5573,6159,212,20,5,462,162,4127,2837,3588,1351,690
1220,5028,5602,1627,824,988,1573,1400,1185,1482,899,650,4174,5536,242,22,2,337,315,3429,2775,2800,1052,572
1221,5510,5938,1307,1022,847,1446,1346,1535,1686,1237,1019,8897,916,1242,17,34,279,61,2671,1388,2413,2851,2124
1222,5829,6165,1319,1036,1454,1565,1314,1524,1531,1228,1021,9690,853,1091,27,7,248,77,2651,1061,1929,3167,3184
1223,5605,6025,1501,1106,755,1367,1421,1544,1725,1262,946,10146,305,807,29,0,263,78,3020,1315,2241,2880,2173
1224,7674,8389,2079,1246,1200,2168,1969,2011,2342,1667,1378,14518,745,380,12,5,309,91,4156,2780,3665,3211,2249
1225,6699,6968,1512,1302,1054,1292,1625,1905,2197,1563,1216,12898,246,359,6,14,126,17,3376,2419,3310,2894,1667
1226,5856,6307,1443,888,1388,2172,1296,1435,1627,1080,830,2401,9084,343,22,13,232,66,3877,2629,2946,1468,1242
1227,9026,9592,2472,1183,1476,3976,2752,2215,2421,1306,814,11892,5262,677,55,1,468,261,5107,3316,4397,3461,2337
1228,5558,5598,1551,1122,888,1440,1579,1548,1568,939,518,10636,83,126,23,9,272,5,3627,2555,3284,1168,521
1229,5574,5648,1512,1053,801,1405,1393,1591,1675,1098,692,10854,117,52,45,0,140,11,3535,2832,3390,980,483
1230,6753,6125,1605,1207,1013,1711,1639,1701,1838,1253,908,12156,416,84,49,5,155,12,4379,3966,3117,855,559
1231,6273,6663,1834,1039,1533,1578,1469,1577,1719,1231,954,11357,997,165,26,1,345,43,4065,3354,3254,1485,776
1232,5229,5495,1485,1055,850,1246,1275,1407,1438,1101,865,8948,1397,13,35,3,214,111,4302,3482,1988,619,332
1233,5135,5275,1415,942,767,1153,1155,1363,1497,1215,901,9763,267,57,76,13,207,26,3838,3100,2457,692,321
1234,6247,6287,1790,1088,871,1342,1330,1591,1838,1516,1165,11988,86,50,116,9,242,43,4447,4069,2800,764,452
1235,8098,8236,2464,1746,1172,1949,2092,2174,2137,1547,1050,15610,141,94,93,2,330,62,5407,4052,4130,1803,942
1236,6141,6325,1528,862,2614,1836,1371,1316,1314,933,690,10948,617,218,100,13,409,160,3481,2741,4112,1470,661
1237,6028,6522,1632,1034,1179,1799,1504,1515,1554,1234,1097,11302,296,367,41,0,423,120,3189,2493,3570,2100,1198
1238,7139,7356,1794,1281,1180,1510,1567,1799,2132,1933,1295,13362,125,165,154,55,375,255,4740,4145,3812,1197,599
1239,8745,9082,2575,1806,1614,2384,2170,2157,2259,1634,1225,16083,261,197,329,84,622,250,6153,4612,4431,1854,776
1240,6677,6662,1813,1178,937,1535,1608,1567,2106,1599,993,11692,63,72,1064,3,350,93,3823,3382,3539,1763,830
1241,10278,10301,2325,1727,2257,2524,2458,2409,2924,2442,1508,18293,116,267,1101,17,689,93,5281,4522,5614,3365,1794
1242,7994,7751,1841,1279,1441,1742,1804,1964,2513,1951,1208,14783,82,94,224,16,455,88,3977,3673,4340,2547,1207
1243,7432,7303,2218,1221,1323,1908,1621,1620,2081,1534,1207,12435,131,100,1398,5,518,145,4514,3659,4045,1836,680
1244,7609,7178,1778,1141,1959,2125,1944,1644,1914,1419,859,14028,42,175,121,0,338,81,3389,2781,3956,3167,1493
1245,7752,7604,2378,1520,1154,1753,1801,1851,2285,1548,1063,12441,35,32,2255,14,481,95,4900,4008,4037,1733,676
1246,5098,5420,1493,912,919,1572,1267,1219,1345,996,793,9375,81,95,482,1,406,75,2984,2453,2687,1624,769
1247,5299,5468,1538,979,941,1142,1187,1207,1602,1155,1013,9971,126,73,202,6,225,162,3233,2664,3070,1274,525
1248,9217,8999,2782,1924,1631,2087,2027,2075,2485,1683,1519,16011,269,198,679,8,225,824,6185,4345,5021,1890,774
1249,5476,5438,1619,1152,849,1283,1268,1316,1459,1045,917,9742,183,82,45,26,202,632,3672,2642,2846,1267,486
1250,5200,5136,1502,960,785,1132,1226,1181,1480,1122,946,9660,213,48,30,7,178,198,3417,2446,2900,1098,473
1251,5845,5820,1695,1056,1370,1408,1313,1281,1526,1099,912,10929,93,105,23,4,242,265,3460,2543,3385,1546,729
1252,6882,6757,1821,1282,1202,1463,1524,1634,1967,1414,1330,13029,115,85,61,0,257,90,4034,3551,3851,1594,607
1253,5201,5201,1443,1073,822,1107,1237,1362,1482,1055,819,9928,72,58,59,16,173,95,3153,2460,2995,1197,596
1254,9078,9035,3127,1869,1526,2634,2599,2289,2027,1245,793,15794,670,461,86,9,649,443,5589,3118,4569,3275,1561
1255,8412,8285,2281,1322,3400,2548,1842,1709,1698,1133,762,13853,761,907,128,0,723,323,4540,2964,5473,2582,1138
1256,7246,7376,2119,1423,1359,1859,1990,1682,1866,1383,937,13059,433,438,87,15,449,139,4200,2119,3555,3041,1706
1257,8959,9465,3005,1723,1372,2999,2501,2166,2248,1447,961,15374,1668,634,79,2,491,174,5394,2447,4421,4073,2088
1258,7600,7675,2483,1506,1049,1987,2103,2020,1888,1368,867,13706,403,487,61,14,403,198,4445,2270,3617,3270,1672
1259,5428,5721,1753,1159,1289,1780,1438,1252,1220,764,492,6106,3569,765,76,1,443,188,4100,2442,2804,1257,546
1260,5657,5568,1762,1030,1413,2025,1368,1269,1144,691,518,9243,575,235,142,1,475,550,4533,2020,2453,1465,752
1261,9538,9279,2464,1386,2277,3232,2349,2074,2266,1731,1033,13902,527,1240,259,172,947,1767,5577,3529,5474,2683,1552
1262,6020,6082,1592,1060,756,1492,1412,1678,1877,1455,776,10137,196,515,75,32,475,671,3359,1930,3168,2170,1475
1263,7447,7333,2027,1437,1080,2082,1820,2114,1904,1481,831,11307,290,642,378,96,708,1355,5091,3330,4100,1536,721
1264,8188,7938,1883,1304,1085,1843,1780,1988,2576,2245,1419,13888,179,302,324,25,583,822,4599,3770,5087,1791,877
1265,9036,8199,2329,1572,1242,2216,2009,2134,2496,1972,1261,14503,324,220,825,37,479,845,5731,4881,4819,1128,675
1266,7502,7731,2360,1438,1171,2276,2161,2045,1864,1270,643,10470,1824,1020,96,96,873,850,4895,3110,4347,1930,950
1267,6824,6978,1973,1505,1013,1858,1914,1878,1670,1290,700,9479,1742,788,113,174,804,701,4357,3133,3855,1615,841
1268,9912,10030,3483,2430,1997,2769,2764,2531,1943,1357,665,10514,4277,1336,149,138,1039,2487,8748,4559,4477,1543,613
1269,7569,7926,2604,1714,1591,2145,1871,1948,1586,1242,790,9482,1981,677,155,75,609,2515,6993,3744,3466,865,426
1270,6726,6242,2162,1352,1280,2043,1658,1640,1429,895,505,6075,2338,626,201,70,540,3115,6593,3194,2384,613,182
1271,7233,6978,2072,1304,1376,2157,1890,1907,1583,1140,778,7764,1737,808,232,189,754,2724,5727,3777,3177,1066,463
1272,7878,7748,1549,1263,1025,1981,2040,2228,2144,1917,1474,10771,1368,1671,84,91,696,944,3878,3183,4107,2698,1758
1273,11484,11817,2954,1938,1792,3857,3373,3264,2757,2087,1275,12802,2513,4417,104,162,1473,1827,6708,5224,6417,3423,1527
1274,8284,7463,2003,1089,1619,2679,2258,2102,1856,1332,805,7637,2161,1581,201,90,717,3358,5521,4013,3980,1494,737
1275,7219,7512,2062,1389,1352,2244,1912,1946,1723,1302,798,6962,1600,1224,185,159,687,3911,5725,4042,3445,1145,373
1276,11170,11762,2745,2036,1422,2878,3191,3039,2963,2761,1895,16996,1293,2188,108,102,1187,1055,5828,4405,6500,3928,2269
1277,8804,8972,2656,1466,1146,2530,2602,2319,2259,1767,1028,12417,1213,2124,88,114,1037,781,5212,4124,4859,2378,1202
1278,8341,8061,2177,1297,1475,3052,2558,2200,1846,1182,612,9374,1695,2871,120,184,944,1211,4531,3658,4935,2303,973
1279,6079,6075,1131,862,1377,1486,1290,1569,1922,1475,1038,11193,216,352,43,16,276,55,2784,2941,3097,1820,1510
1280,6132,6314,1270,962,883,1239,1294,1717,2206,1751,1123,12035,55,107,24,2,210,11,2966,3228,3197,1906,1148
1281,7614,7917,1627,1255,2311,1984,1793,2101,2132,1410,915,14492,113,495,10,5,368,45,3689,3576,4325,2473,1468
1282,5677,5763,1342,894,1023,1391,1377,1620,1742,1198,850,10709,184,209,37,4,256,39,2868,2504,2920,1823,1324
1283,5841,6058,1245,936,1204,1405,1251,1620,1892,1403,940,11373,89,133,26,10,247,19,2846,3115,3207,1707,1023
1284,5465,5432,1264,1081,693,1113,1359,1661,1889,1133,702,10319,75,178,3,1,245,74,2880,2024,2386,2260,1345
1285,7758,8076,1904,1548,1502,1747,1904,2479,2507,1468,773,15068,119,230,2,5,262,145,4166,3401,3804,2918,1543
1286,5658,5527,1422,770,1179,2030,1453,1466,1369,808,685,9496,665,576,21,4,285,137,3336,2785,2588,1707,768
1287,6803,6869,1529,1202,1209,1842,1640,2118,1980,1303,845,11889,393,877,23,3,309,175,3647,3066,3225,2417,1315
1288,9819,9923,2052,1682,1316,2348,2233,3140,3199,2210,1560,18590,184,486,3,0,373,104,4517,4019,4424,4147,2634
1289,5315,5545,1207,825,1157,1273,1075,1461,1665,1219,975,6645,1883,1151,30,4,387,757,3208,2730,2722,1443,756
1290,7077,7637,1995,1450,1176,1772,1810,2115,2097,1345,951,10047,1894,904,46,13,532,1275,4707,3924,3133,2027,920
1291,5383,5871,1432,839,1057,1666,1535,1554,1466,964,739,5868,2945,1070,49,0,427,894,3150,2232,2165,2376,1330
1292,5967,6109,1327,889,1050,1732,1754,1688,1685,1116,831,9398,399,1469,22,4,321,460,2988,2799,2583,2573,1132
1293,6950,7353,1598,844,1107,2121,2110,1985,1976,1310,1249,8183,399,4654,38,20,429,579,3489,2835,2376,3620,1982
1294,5914,6378,1571,1073,1057,1689,1683,1708,1661,1048,798,9970,635,999,22,8,330,326,3639,2926,2530,2165,1032
1295,5190,5326,1433,1238,649,727,1244,1718,1545,1040,918,7620,189,2418,16,1,180,89,3041,1205,1322,2823,2122
1296,5086,5511,1326,1133,908,797,1227,1719,1533,1092,861,9342,158,811,7,20,166,92,2794,1462,1782,2996,1561
1297,5539,5941,1347,1042,970,1247,1414,1653,1716,1066,1022,7610,574,2556,34,0,230,474,3051,2185,2235,2728,1280
1298,5077,5410,1507,1210,702,716,1337,1755,1455,975,827,8601,186,1236,16,7,368,70,3130,1107,1431,2782,2036
1299,7082,7474,2449,1519,1427,2163,1934,1871,1555,957,677,4433,3785,683,14,0,508,5131,6518,4613,2362,885,178
1300,6828,7040,2242,1444,1375,1974,1889,1680,1571,993,696,9224,936,766,50,1,321,2568,5918,3566,2161,1585,638
1301,5318,5736,1281,853,1077,1452,1328,1510,1552,1085,912,9086,651,592,9,6,260,449,2949,2732,2209,2163,999
1302,5266,5545,1285,958,1040,1149,1207,1698,1618,1052,801,9607,249,597,48,4,173,131,2766,2369,2189,2259,1227
1303,7181,6895,1854,647,1011,3987,2587,1429,1194,835,528,6303,1239,4495,108,7,575,1347,3604,1936,1805,3730,2999
1304,5500,5874,1735,949,1069,1886,1536,1465,1271,922,537,2915,4579,1796,52,0,404,1626,3988,2894,2010,1724,755
1305,7275,7293,1921,1059,1152,2504,2209,1921,1745,1093,961,9399,538,1415,40,11,522,2641,5292,3081,2524,2435,1235
1306,6758,6841,1713,809,1216,3427,2279,1697,1216,649,590,9977,639,948,34,7,617,1374,4164,2307,1807,3413,1906
1307,6624,6744,1961,1105,986,2148,1949,1774,1717,1006,717,7862,1161,1554,34,3,561,2190,4393,3290,2287,2260,1136
1308,6204,6296,1283,1224,1100,1099,1351,2045,2156,1327,911,11383,324,506,6,2,190,86,3153,2178,2255,2990,1923
1309,5712,6181,1326,1013,619,1128,1490,1704,1767,1537,1306,9242,514,1713,26,0,230,166,2988,2635,2414,2457,1398
1310,5568,5753,1508,1171,612,1435,1816,1796,1495,895,591,4918,1234,4659,26,2,248,233,3068,1380,1528,2918,2426
1311,5427,5447,1378,967,748,1462,1593,1515,1551,1002,655,4631,1576,3350,26,0,456,833,3094,2099,2013,2133,1535
1312,5472,5435,1621,873,629,1680,1675,1544,1384,851,648,4988,998,3955,19,16,384,545,3119,1984,1831,2294,1677
