variable_names,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype,hhsizetype
variable_categories,1,2,3,4,5,6,7,8
geo,,,,,,,,
1359,1012,1253,621,513,240,97,30,40
1360,1041,1111,591,476,261,120,30,23
1361,1270,1772,604,504,176,86,16,23
1362,930,1132,564,497,314,180,88,91
1363,894,1186,567,411,275,98,32,39
1364,1745,1662,537,425,157,63,4,14
1365,1354,1170,538,369,185,96,57,18
1366,2148,2396,779,490,239,89,37,10
1367,1163,1961,785,584,340,163,50,51
1368,995,1560,509,359,236,67,39,16
1369,1392,1752,546,403,149,45,20,9
1370,1635,1529,581,322,149,56,12,20
1371,1670,1227,558,472,217,74,19,12
1372,1748,1454,558,360,131,50,16,10
1373,1301,1686,706,641,235,98,26,18
1374,1004,1051,595,575,338,124,56,17
1375,1486,1404,444,319,145,93,33,20
1376,723,1239,579,552,244,139,48,32
1377,1294,1427,720,457,212,90,18,1
1378,1688,1954,715,578,340,106,42,21
1379,1029,1513,666,628,362,118,39,19
1380,1228,1538,618,439,207,82,39,39
1381,1986,2562,964,801,260,104,24,22
1382,1523,2050,799,508,232,67,15,5
1383,1266,1715,671,497,189,81,20,34
1384,2172,1953,826,674,349,150,38,32
1385,1258,1702,627,478,174,65,19,21
1386,1454,1916,789,700,269,129,16,21
1387,1202,1673,740,577,235,90,40,46
1388,2212,1677,755,484,218,99,39,40
1389,1336,1965,803,655,289,70,15,5
1390,1980,2258,1019,743,341,119,25,9
1391,1215,1718,703,471,227,103,21,25
1392,1388,1928,718,526,293,102,35,35
1393,1680,2070,813,697,241,55,20,4
1394,1957,1433,606,409,151,62,28,24
1395,1653,1025,589,384,187,76,23,10
1396,1595,1854,813,561,262,63,37,9
1397,963,1465,694,511,226,49,37,13
1398,1842,2622,1024,840,356,95,9,36
1399,1194,1415,645,450,187,98,29,10
1400,1590,1648,586,495,161,63,25,7
1401,1207,1610,603,479,237,91,34,6
1402,1709,1729,593,545,180,60,14,7
1403,1671,1679,761,699,196,50,17,9
1404,1224,1639,711,588,237,46,22,9
1405,2307,2252,966,661,265,127,12,10
1406,2307,1644,905,681,246,143,51,42
1407,2134,1404,637,453,202,122,40,28
1408,1944,2652,987,816,366,92,27,20
1409,1096,1556,600,485,182,57,18,12
1410,1586,2032,787,566,268,63,29,36
1411,1180,1683,683,465,206,77,40,24
1412,1241,1567,610,439,222,73,19,48
1413,1863,1789,842,581,249,65,31,6
1414,1422,1804,691,537,200,67,8,3
1415,1096,1793,819,615,249,95,9,27
1416,2073,2255,1012,712,256,125,39,15
1417,1935,1392,605,332,156,59,17,5
1418,2525,2880,1276,974,343,99,30,18
1419,1294,1605,659,397,169,40,17,21
1420,1944,1679,623,460,216,79,27,9
1421,1076,1691,660,494,243,79,9,19
1422,1367,1794,596,403,193,85,31,37
1423,1272,1565,531,377,148,37,23,5
1424,1397,1436,625,441,148,50,20,11
1425,1101,1634,545,390,186,69,33,24
1426,1532,1802,683,526,255,92,35,44
1427,1759,1943,762,537,175,82,21,24
1428,1332,1450,684,437,187,52,35,13
1429,1702,1946,874,630,250,103,27,21
1430,1211,1710,718,603,262,89,22,13
1431,1776,2157,956,734,394,126,36,27
1432,1191,1278,774,640,306,129,44,15
1433,1157,1474,651,654,266,113,61,21
1434,807,1149,775,605,318,140,77,146
1435,675,1159,616,615,248,120,66,22
1436,976,1097,563,520,254,129,41,42
1437,510,621,413,397,293,201,156,298
1438,814,1245,660,567,210,77,29,9
1439,1296,1744,858,864,319,71,48,26
1440,894,1801,837,793,353,89,18,16
1441,874,1117,714,813,284,105,53,19
1442,1641,1931,1061,976,402,107,46,14
1443,2411,2096,1245,1017,424,185,62,46
1444,2254,2000,1170,975,466,142,53,47
1445,874,1259,675,723,308,133,29,20
1446,818,1231,687,714,328,72,17,10
1447,585,983,710,738,273,109,30,15
1448,707,1075,705,693,325,123,41,75
1449,570,988,696,719,408,160,81,32
1450,987,960,721,710,419,216,101,147
1451,650,993,693,740,373,136,31,32
1452,769,1144,697,740,281,108,19,14
1453,544,1004,699,748,271,74,24,7
1454,802,1007,666,681,303,91,29,21
1455,614,947,693,672,341,132,64,58
1456,1004,1144,626,476,264,164,43,20
1457,790,1110,692,556,246,68,44,21
1458,554,1176,615,693,205,73,19,6
1459,827,1237,718,849,272,98,11,4
1460,857,1262,617,601,284,98,13,14
1461,1607,2021,803,634,236,97,42,14
1462,965,1350,822,637,378,118,38,44
1463,1306,1313,658,726,333,143,53,27
1464,650,964,684,656,323,143,30,22
1465,742,1001,679,544,236,85,21,18
1466,580,634,507,470,401,202,128,252
1467,690,976,596,610,290,106,33,24
1468,707,940,601,571,246,82,45,45
1469,773,867,597,556,242,168,78,74
1470,1504,1269,677,449,249,76,29,31
1471,1415,1218,920,738,433,205,50,71
1472,1765,1418,669,576,213,99,26,11
1473,1349,1167,799,629,308,134,40,41
1474,1876,1285,1099,848,452,175,97,43
1475,1323,1120,854,547,387,178,54,69
1476,1265,1070,947,707,376,169,66,39
1477,1575,1067,903,758,433,128,47,64
1478,1903,1655,1213,968,437,183,86,72
1479,1715,1175,927,726,374,204,45,64
1480,2476,2186,1279,832,487,212,115,75
1481,1632,1488,798,494,214,52,29,39
1482,2338,1563,837,547,248,85,28,9
1483,2178,1426,697,406,180,65,20,9
1484,5209,3468,1221,864,246,38,5,1
1485,4673,3115,1007,762,187,51,6,5
1486,5225,2709,681,324,94,21,1,0
1487,4206,2637,707,322,99,11,0,0
1488,3482,2196,824,445,150,52,41,10
1489,3675,2511,957,506,97,26,1,0
1490,1159,1665,1110,1195,484,148,42,19
1491,1017,1327,805,867,391,181,96,40
1492,1646,1661,999,904,476,204,86,90
1493,1972,2498,983,603,218,105,97,148
1494,1292,1387,855,574,316,139,74,71
1495,1674,1654,860,592,294,186,69,118
1496,2331,2224,872,501,147,56,26,41
1497,1378,1747,886,649,142,50,29,9
1498,1881,1885,895,511,248,79,44,35
1499,1939,1101,733,471,237,94,38,26
1500,1736,1264,1060,697,561,184,93,102
1501,1505,1932,1269,1089,588,272,101,119
1502,1478,1318,957,673,315,126,69,41
1503,1438,1345,637,423,242,112,41,40
1504,918,1109,774,760,404,263,115,94
1505,1461,1407,652,661,349,111,80,46
1506,914,1043,636,595,433,280,196,313
1507,1687,1596,913,707,384,225,87,124
1508,1471,1641,989,755,375,189,87,86
1509,1332,1620,1214,1162,574,275,95,92
1510,1432,1567,648,514,230,121,37,43
1511,2528,2553,1008,589,253,104,28,34
1512,1276,1211,972,871,469,211,88,143
1513,2098,2592,1785,1379,503,201,69,48
1514,1061,1414,779,730,217,88,31,15
1515,1180,1558,1180,1093,596,247,117,134
1516,1443,1613,1015,719,467,157,79,53
1517,857,1075,828,731,403,217,108,54
1518,2014,1631,804,490,151,51,20,19
1519,1674,1730,914,597,279,123,29,25
1520,1299,1823,1303,1059,480,153,61,55
1521,872,1063,792,826,431,185,98,113
1522,1666,1624,1477,1205,699,273,119,164
1523,661,949,794,766,404,188,77,68
1524,1248,1164,674,514,378,154,77,67
1525,1529,2330,690,455,258,41,27,9
1526,1837,2367,908,732,286,80,44,23
1527,1689,2034,914,676,224,92,46,17
1528,1205,1733,777,589,249,63,12,11
1529,1290,1765,784,520,258,87,27,17
1530,1317,1457,673,367,170,79,20,8
1531,1227,1768,708,481,265,87,29,16
1532,1308,1577,593,424,150,59,9,9
1533,1726,1946,999,639,344,130,24,4
1534,1235,1328,583,456,209,70,23,12
1535,1535,2301,1277,1035,502,153,60,28
1536,2000,1864,827,587,213,76,17,18
1537,2119,2185,855,610,206,64,23,13
1538,886,1370,858,875,355,91,30,11
1539,1049,1580,810,755,336,98,44,17
1540,952,1461,868,680,322,97,21,23
1541,1185,1586,854,818,270,81,21,10
1542,1320,1959,935,824,268,53,22,10
1543,705,1196,956,1098,385,134,29,3
1544,2564,2480,997,670,265,106,23,35
1545,1672,1802,931,548,325,139,23,6
1546,1573,1881,816,710,259,46,36,13
1547,1329,1975,807,579,268,92,29,10
1548,1880,2210,1079,776,320,132,30,15
1549,2041,1989,754,606,229,76,16,17
1550,1653,1470,771,438,227,103,20,8
1551,926,1760,768,678,302,103,39,38
1552,1466,1992,881,535,312,94,33,40
1553,1455,1312,693,419,210,70,16,25
1554,1860,1593,721,423,299,109,49,36
1555,1385,2105,811,666,293,99,15,4
1556,1000,1664,685,493,194,68,40,38
1557,1282,1731,773,516,274,71,28,26
1558,1422,2126,820,521,280,102,46,11
1559,2130,2014,705,515,177,69,12,0
1560,1450,2076,764,544,187,76,15,9
1561,1416,1813,683,435,193,51,21,17
1562,1398,2140,619,403,146,55,13,10
1563,1817,2723,900,615,216,71,22,13
1564,1677,2097,740,515,206,84,38,8
1565,1254,1875,903,617,267,114,12,28
1566,1707,2346,953,738,305,139,13,14
1567,1388,2015,964,744,384,89,29,16
1568,977,1458,725,531,260,79,25,11
1569,1230,1553,659,511,236,78,24,10
1570,2075,1788,654,406,199,59,33,13
1571,1733,1393,659,518,212,86,38,23
1572,1539,1306,692,501,259,95,35,22
1573,1831,2203,962,941,301,65,7,3
1574,1747,1620,764,417,188,96,24,19
1575,1477,2113,1082,875,320,94,16,8
1576,1316,1515,902,678,248,122,25,5
1577,1056,1594,866,783,342,77,28,15
1578,1277,1710,920,877,366,126,49,38
1579,930,1486,740,658,236,94,16,27
1580,1407,1933,804,630,360,100,37,9
1581,1713,2458,1145,832,350,98,39,25
1582,1551,2035,919,687,311,78,49,19
1583,1548,1907,624,558,267,67,9,18
1584,1176,1457,752,624,365,103,28,33
1585,1335,1459,710,526,260,130,47,20
1586,1404,1604,833,579,274,80,36,17
1587,1127,1608,694,527,226,63,36,1
1588,2094,2360,1130,895,358,104,20,16
1589,1170,1529,659,452,187,75,37,9
1590,1702,2218,761,533,169,74,16,10
1591,1142,1780,957,586,279,83,40,3
1592,1228,1615,676,631,217,65,24,9
1593,2491,2695,1085,663,234,68,24,6
1594,1514,2806,589,449,158,62,13,11
1595,1275,1415,617,393,194,79,22,7
1596,2038,1415,614,405,151,80,21,5
1597,1088,1205,642,520,228,61,30,9
1598,1023,1323,765,501,243,115,33,17
1599,1195,1308,711,483,245,98,44,22
1600,1461,1660,828,565,256,87,35,15
1601,979,1495,677,592,260,141,27,53
1602,591,1301,800,1042,384,159,41,38
1603,2668,3159,1053,889,514,187,70,52
1604,1705,1965,617,468,277,103,42,34
1605,1683,2184,798,665,362,72,12,9
1606,1584,1688,595,505,144,73,31,26
1607,2369,2626,1149,880,417,90,24,26
1608,1272,1889,710,583,275,117,38,22
1609,1169,1648,606,564,268,86,43,7
1610,1610,2210,982,783,366,121,29,2
1611,2201,2027,886,540,218,105,22,19
1612,2059,1527,866,504,299,137,33,39
1613,1339,1804,614,447,212,69,22,6
1614,1584,2181,747,578,229,115,12,27
1615,1875,1797,845,521,250,102,42,33
1616,1553,2595,1010,898,392,78,18,11
1617,1288,1526,551,509,230,73,29,9
1618,2388,2148,772,577,252,78,26,18
1619,1279,1771,736,577,210,62,11,18
1620,1748,1906,749,500,235,46,30,18
1621,1884,1269,631,411,250,76,33,15
1622,2412,1513,733,433,249,118,35,25
1623,1736,1422,637,388,180,77,15,9
1624,3326,1889,925,511,209,104,49,26
1625,2587,1936,966,495,199,86,30,13
1626,1843,2070,806,707,273,67,16,7
1627,1563,1629,610,401,176,67,17,3
1628,1189,1610,597,585,245,69,22,13
1629,939,1759,661,552,218,102,48,78
1630,1154,1376,513,397,184,74,22,58
1631,1502,2069,795,606,245,60,32,42
1632,2902,2742,1192,810,350,123,24,28
1633,1755,1655,736,425,211,68,15,12
1634,1805,2144,993,787,303,96,39,11
1635,1173,1670,695,642,227,75,30,11
1636,1425,1692,636,563,165,76,16,13
1637,1543,1434,633,434,157,99,33,19
1638,1958,1638,569,381,138,73,24,11
1639,1165,1601,631,512,178,70,29,18
1640,1748,2514,950,1062,404,161,29,29
1641,1200,1599,628,488,237,116,48,61
1642,1173,1630,633,489,236,109,20,42
1643,1451,1828,645,523,255,77,39,23
1644,1372,1827,708,537,282,90,21,11
1645,1249,1718,675,432,295,102,37,15
1646,1227,1470,579,426,260,68,22,10
1647,1251,1665,681,630,263,118,36,18
1648,1179,1679,703,484,276,124,63,42
1649,1643,2274,934,725,319,125,33,34
1650,1055,1464,684,506,270,158,74,89
1651,1167,1656,641,444,200,90,58,25
1652,1577,2156,803,704,245,106,22,29
1653,2097,1885,816,643,251,110,41,25
1654,1257,1878,797,591,263,98,44,27
1655,1258,1539,576,455,184,83,37,19
1656,1737,1988,689,542,251,80,29,16
1657,1300,1624,560,423,189,68,28,16
1658,1295,1699,736,607,281,68,37,11
1659,1499,2485,1056,745,377,151,52,35
1660,1289,1979,925,804,423,134,64,11
1661,1370,2366,1244,1325,463,178,29,21
1662,1413,1817,748,678,251,57,22,17
1663,1285,1428,711,583,219,57,10,3
1664,1394,1608,766,739,220,78,33,4
1665,1742,1746,642,502,183,99,7,11
1666,2087,1796,534,264,79,67,6,21
1667,1827,1502,828,550,372,157,71,50
1668,1670,1317,539,445,296,78,26,21
1669,1716,1640,673,482,325,111,16,21
1670,1091,1427,717,606,273,102,28,13
1671,1214,1318,526,486,254,88,62,58
1672,1096,1317,790,595,266,81,24,10
1673,1224,1980,962,722,400,131,40,30
1674,1588,2015,847,554,292,115,37,19
1675,1167,1580,592,419,241,77,13,12
1676,1399,2174,779,646,332,172,47,20
1677,1395,1779,597,506,216,76,17,36
1678,1711,1866,885,567,232,90,26,15
1679,2678,2211,945,632,312,130,49,42
1680,1747,2061,662,594,229,88,15,10
1681,1854,2433,934,817,308,159,35,17
1682,1073,1498,649,477,208,79,41,28
1683,1048,1489,570,494,258,86,40,27
1684,1313,1636,617,453,200,60,16,21
1685,1566,1862,896,575,244,88,68,6
1686,1169,1579,616,565,292,100,42,31
1687,707,1499,688,722,291,98,20,36
1688,1016,1470,681,774,183,71,14,18
1689,795,1422,680,712,354,108,28,19
1690,1499,1698,800,678,304,81,35,53
1691,1189,1685,788,560,226,125,44,18
1692,1029,1549,739,544,310,114,33,18
1693,1800,2038,939,666,352,140,42,30
1694,1887,1450,667,360,212,100,18,45
1695,2576,1691,551,343,146,112,27,33
1696,2226,1620,603,439,149,40,18,16
1697,1437,1513,683,516,159,67,29,12
1698,920,1415,693,639,311,62,25,11
1699,1337,1904,815,647,308,103,41,33
1700,1009,1716,647,549,297,121,33,18
1701,1656,2479,932,733,384,158,41,36
1702,1021,1536,559,453,252,104,26,33
1703,1899,2384,1028,787,463,169,47,40
1704,1148,1443,550,528,242,48,56,14
1705,1141,1506,556,492,287,91,33,21
1706,1139,1187,483,468,242,105,26,4
1707,1065,1511,626,543,216,60,23,19
1708,1150,1375,547,488,262,91,42,20
1709,1317,1682,760,527,282,75,38,18
1710,954,1543,848,618,350,105,46,24
1711,2773,3743,1762,1439,556,238,66,37
1712,1194,1124,510,586,280,163,52,7
1713,2213,2184,998,717,310,166,36,8
1714,1556,2043,1021,749,340,125,7,5
1715,1338,1601,753,546,280,130,21,29
1716,1236,1229,710,525,301,124,40,39
1717,1885,1661,634,365,199,58,21,16
1718,952,1442,678,594,308,84,29,15
1719,1253,1715,727,669,227,73,53,23
1720,3571,3016,1037,733,319,129,46,6
1721,1930,2532,1311,1077,556,250,81,54
1722,1208,1342,693,612,368,139,55,41
1723,1662,2439,1012,902,394,205,37,33
1724,997,1692,761,613,304,140,50,15
1725,1594,2122,802,646,364,137,31,39
1726,1343,1638,578,571,267,86,34,47
1727,1661,2044,743,646,294,105,58,22
1728,1031,1423,611,427,200,87,38,18
1729,1201,1778,752,554,268,117,66,34
1730,1228,1797,676,502,248,115,30,31
1731,1289,1801,503,478,239,112,28,17
1732,1771,3104,1156,876,362,113,32,22
1733,2044,2780,836,612,305,114,33,27
1734,2138,3251,1309,917,489,155,49,38
1735,2009,2242,857,654,304,63,35,35
1736,1389,1657,689,525,200,99,16,19
1737,1110,1896,603,470,221,65,33,29
1738,2213,3026,1016,635,282,125,53,40
1739,1320,1596,621,493,207,131,31,32
1740,1220,1904,535,429,224,51,6,16
1741,1239,1941,581,431,205,90,40,14
1742,962,1161,609,520,287,131,70,25
1743,1209,1362,616,450,200,102,56,25
1744,805,1430,615,556,323,147,60,71
1745,1615,2530,1032,799,409,195,89,39
1746,1399,1791,807,574,214,62,22,30
1747,1311,1522,727,507,306,160,50,31
1748,1329,1688,791,582,205,47,28,22
1749,1936,1994,724,591,135,71,9,6
1750,3145,2494,662,574,138,50,11,7
1751,1434,1927,898,791,450,222,85,46
1752,743,1688,543,583,216,103,52,33
1753,1852,2608,1075,923,372,152,42,44
1754,1180,1788,659,673,298,59,32,11
1755,1249,1601,667,715,257,92,26,15
1756,786,1318,653,739,282,146,41,39
1757,1020,1587,707,634,249,119,35,46
1758,881,1425,803,675,233,134,15,23
1759,1449,1743,616,594,175,58,23,12
1760,1538,1399,534,423,226,105,34,18
1761,1851,2566,985,853,284,151,19,38
1762,1512,2032,768,555,211,71,42,33
1763,2175,2731,1046,719,265,117,34,17
1764,1227,1759,589,438,246,93,36,14
1765,1541,2333,817,686,268,108,27,35
1766,1411,2002,957,768,409,98,45,16
1767,1584,1398,718,482,203,90,16,30
1768,1523,1955,780,596,287,87,31,8
1769,1811,1863,840,587,225,55,21,22
1770,1597,1580,772,589,253,73,54,32
1771,1506,1933,805,558,203,66,27,20
1772,1779,2280,915,654,271,73,33,22
1773,1433,1733,717,447,159,96,28,31
1774,1472,2279,869,625,304,117,59,46
1775,1762,2179,855,645,259,65,13,39
1776,1684,2247,887,652,231,58,31,41
1777,1450,1700,643,482,236,66,33,20
1778,1251,1659,634,504,201,78,20,15
1779,2050,2353,981,720,258,52,31,9
1780,2134,2791,1135,1039,352,143,35,17
1781,4067,2869,996,483,217,94,29,14
1782,2065,1705,738,386,185,61,25,1
1783,1563,1700,638,505,249,29,15,14
1784,1809,2243,1041,878,366,89,18,11
1785,1994,1992,785,596,208,58,8,8
1786,3098,2898,981,667,267,112,20,15
1787,1931,1764,717,422,184,75,38,13
1788,1841,1932,799,554,243,80,9,8
1789,1289,1714,742,649,237,59,9,3
1790,1726,2334,970,677,278,87,30,32
1791,1166,1674,675,468,191,55,18,8
1792,2111,2487,894,689,242,83,16,0
1793,1273,1765,661,481,179,56,14,13
1794,1847,1998,864,531,282,99,24,19
1795,2020,2612,968,731,366,132,36,20
1796,1450,2077,892,642,255,104,45,46
1797,1893,2345,894,780,251,99,22,6
1798,2246,2188,917,706,333,113,64,53
1799,1211,1748,693,639,185,82,26,12
1800,1387,2016,818,677,293,82,38,44
1801,1754,2130,946,700,223,65,27,27
1802,1100,1696,838,602,318,64,31,25
1803,1426,1545,800,639,419,138,72,39
1804,1398,2239,907,737,290,76,43,17
1805,1231,1891,852,680,336,104,38,21
1806,1556,2269,1040,829,388,118,20,21
1807,1195,1290,569,615,350,119,48,34
1808,1893,2222,990,809,380,138,54,22
1809,1314,2274,893,727,356,140,20,29
1810,1169,1881,941,720,319,94,19,24
1811,1321,1949,841,774,350,107,37,14
1812,1593,2203,1175,1020,353,137,50,6
1813,1684,2248,1171,988,436,141,74,29
1814,1161,1751,949,965,330,109,19,4
1815,1133,1588,788,736,286,79,41,8
1816,1588,1873,882,717,285,62,28,6
1817,1328,1693,736,615,262,102,20,21
1818,1279,1678,732,779,265,131,35,32
1819,1719,2323,1021,905,374,96,43,19
1820,1898,1816,920,717,382,119,55,38
1821,1442,1271,877,652,409,152,52,45
1822,1416,1255,723,721,367,143,46,32
1823,2298,1551,929,659,311,87,69,67
1824,1913,1501,905,721,362,192,83,67
1825,2308,2048,779,484,189,75,27,29
1826,2047,925,575,370,162,59,24,4
1827,2047,1345,790,382,128,131,67,19
1828,3582,2607,678,423,77,16,2,3
1829,2228,1432,839,466,256,93,64,34
1830,1740,1552,815,581,194,107,20,6
1831,1164,1659,794,679,303,109,23,7
1832,1767,1830,1010,773,427,130,80,37
1833,1770,1577,871,636,325,145,56,18
1834,1169,1474,803,696,264,89,18,6
1835,1111,1459,644,709,262,62,25,0
1836,1367,1991,830,674,243,59,19,20
1837,1247,1887,947,902,363,126,45,36
1838,726,1442,688,705,311,114,36,36
1839,1327,1679,612,571,261,89,48,15
1840,985,1750,685,556,214,121,37,17
1841,1199,2231,858,811,393,189,108,204
1842,1279,2053,752,732,256,62,33,19
1843,1819,2151,1099,789,295,149,59,26
1844,1225,1955,838,745,255,54,39,13
1845,1208,2226,969,786,327,107,43,56
1846,1295,1907,770,644,254,97,22,14
1847,1253,1960,730,569,237,129,51,31
1848,1584,2201,763,628,217,100,18,37
1849,1753,1956,755,632,250,83,26,25
1850,1676,2211,917,697,257,106,31,1
1851,1308,1409,609,445,139,76,19,10
1852,1700,1905,897,695,286,98,26,5
1853,2230,2129,1193,908,376,101,29,11
1854,2092,1796,879,782,412,108,53,38
1855,1676,1707,763,587,227,37,23,11
1856,2128,2374,1128,836,323,93,33,23
1857,1650,2030,789,670,192,38,15,14
1858,1288,1903,794,606,225,82,7,1
1859,2144,3152,1289,875,342,98,50,37
1860,1016,1543,657,525,251,76,32,15
1861,1817,2177,1116,833,362,113,41,17
1862,1918,1699,646,453,175,75,23,10
1863,1439,2199,1136,897,389,152,26,12
1864,2105,2836,1148,932,444,120,42,50
1865,1555,1634,729,449,266,87,24,8
1866,1633,2563,1156,899,399,179,28,49
1867,2035,2094,860,543,308,81,22,13
1868,1097,1662,834,799,300,77,37,25
1869,1411,1818,794,797,320,107,28,9
1870,1487,2325,1134,997,438,148,39,37
1871,1639,2021,786,605,219,80,19,23
1872,1931,2381,1276,992,449,164,58,30
1873,3041,2478,1063,773,287,91,34,19
1874,1184,1525,618,471,251,56,40,13
1875,1654,2298,901,806,334,122,12,11
1876,2233,2459,1306,818,392,117,50,26
1877,2332,2584,1295,990,397,162,86,16
1878,1481,1739,754,481,200,89,38,20
1879,1381,2455,1013,615,235,74,21,6
1880,2281,3202,884,558,263,93,19,16
1881,1517,2058,1126,783,291,100,42,25
1882,2912,3445,1195,760,258,83,15,8
1883,1610,2490,1083,819,352,92,46,1
1884,2524,2572,1316,914,467,159,43,21
1885,2489,2543,1037,621,322,121,43,38
1886,2106,3724,1120,705,319,126,39,33
1887,2169,2948,1171,815,357,129,64,21
1888,1211,1595,659,363,187,68,16,19
1889,2302,2959,887,902,376,114,38,19
1890,992,1168,455,376,226,117,76,92
1891,1706,2175,617,561,324,108,25,33
1892,1762,1992,622,587,295,101,32,29
1893,1275,1909,777,713,357,138,19,17
1894,2376,2407,856,916,418,95,50,28
1895,1477,2061,937,584,273,107,30,15
1896,1659,2032,813,595,220,93,16,7
1897,1847,2518,1507,1125,506,168,54,51
1898,1542,2610,1160,918,367,179,63,21
1899,1569,2395,1212,967,374,123,39,26
1900,1349,1795,690,544,353,94,47,14
1901,1570,1827,768,483,284,76,25,10
1902,1234,1884,674,431,205,70,21,20
1903,1324,1787,765,601,237,61,45,26
1904,1434,1641,705,482,189,55,25,6
1905,1242,1733,651,455,212,62,27,37
1906,1947,2584,992,628,272,96,24,16
1907,1646,2034,825,550,209,84,26,7
1908,1335,1737,733,560,226,92,43,17
1909,1379,2218,925,717,308,123,22,42
1910,1145,1518,702,522,261,51,19,17
1911,1045,1641,747,550,255,79,19,20
1912,3102,2527,1098,620,249,91,23,33
1913,1458,2277,1045,914,353,93,28,8
1914,1305,2020,791,565,245,71,39,16
1915,1591,2407,895,579,256,141,57,26
1916,1857,2463,1045,816,396,183,41,34
1917,1986,1477,695,412,168,68,28,32
1918,1746,1886,595,467,165,45,22,21
1919,1013,1947,751,618,269,67,20,12
1920,1122,1648,735,505,232,71,44,23
1921,1450,2066,816,619,271,121,28,36
1922,961,1817,918,748,363,75,34,45
1923,894,1482,898,885,444,147,58,20
1924,1428,2277,1190,887,325,147,40,38
1925,2061,2316,999,669,407,171,42,24
1926,1387,1522,828,416,220,101,29,39
1927,2193,1695,687,377,199,56,26,23
1928,1515,1797,828,572,258,97,56,41
1929,2300,2505,835,610,240,45,22,14
1930,1246,2743,1275,1583,624,246,41,21
1931,1528,2302,1126,859,400,141,28,17
1932,1145,1524,674,437,223,90,17,29
1933,1477,2024,779,526,211,78,27,13
1934,1220,1719,660,456,213,80,39,10
1935,1015,1714,835,667,283,86,36,32
1936,2875,1693,599,381,163,101,39,30
1937,1767,1657,691,542,184,114,22,15
1938,1243,1238,734,463,236,90,41,61
1939,747,1164,651,527,265,87,28,12
1940,1100,1486,703,582,166,72,15,14
1941,1053,1669,768,822,251,91,19,18
1942,1529,1235,563,420,156,131,40,42
1943,1104,1159,656,409,194,79,56,29
1944,1572,2162,876,739,427,224,103,45
1945,1382,1315,660,552,304,151,31,38
1946,1318,1814,718,690,267,89,21,19
1947,1101,1369,579,598,374,162,56,40
1948,1344,1386,734,450,211,87,26,31
1949,1825,2403,1098,928,497,192,90,41
1950,1476,2123,869,732,360,130,41,40
1951,1494,1689,734,515,256,88,37,20
1952,2119,2610,1214,944,469,186,57,23
1953,1421,2242,1058,996,574,224,64,40
1954,1607,2111,899,751,368,159,65,52
1955,1357,1483,782,560,273,93,35,14
1956,1050,1539,654,501,305,87,36,36
1957,1115,1838,706,493,233,107,25,39
1958,687,1260,671,568,393,136,59,24
1959,766,1414,545,473,267,123,54,24
1960,1209,1375,594,527,229,97,34,29
1961,1321,1486,693,597,298,81,35,33
1962,1054,1639,692,597,333,112,19,39
1963,1212,1765,800,493,306,110,40,15
1964,1808,1907,837,586,123,71,27,6
1965,1051,1378,892,851,231,69,6,0
1966,837,1252,800,581,284,79,38,35
1967,612,1284,853,1048,464,147,53,38
1968,1142,1691,934,928,418,118,55,34
1969,1094,1503,1006,1426,566,203,43,32
1970,656,1464,889,936,440,173,80,49
1971,1828,1515,770,678,290,65,16,8
1972,1257,1236,670,544,305,93,27,22
1973,643,1600,884,1074,423,105,18,9
1974,860,1576,1055,1145,623,192,34,37
1975,1208,1458,726,541,228,82,36,2
1976,920,1793,884,864,418,161,41,39
1977,1050,1891,959,976,471,255,72,53
1978,1131,1901,995,873,482,177,117,51
1979,1260,2003,783,447,264,107,34,10
1980,512,1085,704,679,373,153,41,25
1981,757,983,608,444,314,143,91,50
1982,800,1122,714,697,344,164,37,42
1983,878,858,590,548,306,182,72,34
1984,822,929,668,652,542,206,95,43
1985,1590,1520,697,640,333,99,51,48
1986,1977,1515,831,653,260,119,33,13
1987,835,1158,690,559,254,128,60,38
1988,1214,1512,696,697,320,102,66,32
1989,2065,1672,692,508,236,74,39,24
1990,1204,1422,646,473,283,92,33,32
1991,1913,1486,476,478,247,79,31,2
1992,3413,2196,593,330,111,44,14,12
1993,1274,1005,604,500,409,188,88,53
1994,873,975,598,508,370,197,59,59
1995,976,981,587,521,360,152,74,38
1996,955,1068,725,525,276,118,65,16
1997,907,1106,714,558,312,119,42,36
1998,718,994,575,630,341,204,73,31
1999,605,753,537,554,378,184,72,50
2000,1353,1323,732,546,303,100,63,24
2001,1183,1363,882,836,256,78,10,8
2002,890,1651,781,625,295,116,35,28
2003,869,1536,790,721,317,97,22,20
2004,2011,1727,790,543,225,69,25,15
2005,1141,1086,726,645,387,182,93,37
2006,546,826,822,651,379,172,72,31
2007,643,1368,760,755,292,104,49,22
2008,760,1218,758,675,381,187,32,22
2009,1263,1555,708,565,275,118,45,14
2010,902,831,542,502,337,212,69,94
2011,1438,1739,890,617,323,164,68,29
2012,823,1592,804,774,298,90,17,17
2013,623,1243,755,879,342,183,45,30
2014,771,981,643,531,356,124,51,55
2015,1298,1365,665,569,356,161,82,32
2016,1998,1876,806,623,270,87,44,20
2017,1434,1443,612,477,231,87,24,27
2018,866,1687,970,999,471,205,47,11
2019,2082,2630,923,746,371,134,60,20
2020,1305,1793,724,627,347,144,24,20
